?	liquid	tnk_failure_pressure	liquid_ratio	tnk_width	tnk_length	tnk_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_dist
G31786	0	12.6	0.8163483	2	9.2	2.8	1.4	392.5	287	1	0.6	50
G31787	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	5
G31788	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	6
G31789	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	7
G31790	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	8
G31791	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	9
G31792	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	10
G31793	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	11
G31794	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	12
G31795	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	13
G31796	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	14
G31797	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	15
G31798	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	16
G31799	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	17
G31800	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	18
G31801	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	19
G31802	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	20
G31803	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	21
G31804	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	22
G31805	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	23
G31806	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	24
G31807	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	25
G31808	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	26
G31809	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	27
G31810	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	28
G31811	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	29
G31812	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	30
G31813	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	31
G31814	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	32
G31815	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	33
G31816	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	34
G31817	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	35
G31818	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	36
G31819	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	37
G31820	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	38
G31821	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	39
G31822	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	40
G31823	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	41
G31824	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	42
G31825	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	43
G31826	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	44
G31827	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	45
G31828	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	46
G31829	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	47
G31830	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	48
G31831	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	49
G31832	0	26.7	0.1226159	2.2	4	1	0.8	316.7	305.8	1	0.8	50
G31833	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	5
G31834	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	6
G31835	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	7
G31836	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	8
G31837	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	9
G31838	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	10
G31839	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	11
G31840	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	12
G31841	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	13
G31842	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	14
G31843	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	15
G31844	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	16
G31845	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	17
G31846	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	18
G31847	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	19
G31848	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	20
G31849	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	21
G31850	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	22
G31851	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	23
G31852	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	24
G31853	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	25
G31854	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	26
G31855	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	27
G31856	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	28
G31857	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	29
G31858	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	30
G31859	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	31
G31860	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	32
G31861	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	33
G31862	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	34
G31863	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	35
G31864	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	36
G31865	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	37
G31866	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	38
G31867	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	39
G31868	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	40
G31869	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	41
G31870	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	42
G31871	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	43
G31872	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	44
G31873	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	45
G31874	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	46
G31875	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	47
G31876	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	48
G31877	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	49
G31878	0	9.5	0.6410517	2.6	0.4	2.2	0.2	440.7	313.4	0	0.8	50
G31879	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	5
G31880	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	6
G31881	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	7
G31882	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	8
G31883	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	9
G31884	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	10
G31885	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	11
G31886	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	12
G31887	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	13
G31888	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	14
G31889	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	15
G31890	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	16
G31891	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	17
G31892	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	18
G31893	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	19
G31894	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	20
G31895	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	21
G31896	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	22
G31897	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	23
G31898	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	24
G31899	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	25
G31900	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	26
G31901	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	27
G31902	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	28
G31903	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	29
G31904	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	30
G31905	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	31
G31906	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	32
G31907	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	33
G31908	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	34
G31909	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	35
G31910	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	36
G31911	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	37
G31912	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	38
G31913	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	39
G31914	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	40
G31915	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	41
G31916	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	42
G31917	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	43
G31918	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	44
G31919	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	45
G31920	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	46
G31921	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	47
G31922	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	48
G31923	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	49
G31924	0	18.2	0.2123193	2.8	4.8	1.4	1.8	391.3	310.7	1	1.2	50
G31925	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	5
G31926	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	6
G31927	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	7
G31928	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	8
G31929	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	9
G31930	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	10
G31931	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	11
G31932	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	12
G31933	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	13
G31934	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	14
G31935	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	15
G31936	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	16
G31937	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	17
G31938	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	18
G31939	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	19
G31940	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	20
G31941	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	21
G31942	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	22
G31943	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	23
G31944	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	24
G31945	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	25
G31946	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	26
G31947	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	27
G31948	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	28
G31949	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	29
G31950	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	30
G31951	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	31
G31952	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	32
G31953	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	33
G31954	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	34
G31955	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	35
G31956	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	36
G31957	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	37
G31958	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	38
G31959	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	39
G31960	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	40
G31961	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	41
G31962	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	42
G31963	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	43
G31964	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	44
G31965	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	45
G31966	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	46
G31967	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	47
G31968	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	48
G31969	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	49
G31970	0	10.4	0.5257389	1.4	7	1.4	0	312.8	356.6	0	0.8	50
G31971	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	5
G31972	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	6
G31973	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	7
G31974	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	8
G31975	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	9
G31976	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	10
G31977	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	11
G31978	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	12
G31979	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	13
G31980	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	14
G31981	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	15
G31982	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	16
G31983	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	17
G31984	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	18
G31985	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	19
G31986	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	20
G31987	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	21
G31988	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	22
G31989	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	23
G31990	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	24
G31991	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	25
G31992	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	26
G31993	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	27
G31994	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	28
G31995	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	29
G31996	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	30
G31997	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	31
G31998	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	32
G31999	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	33
G32000	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	34
G32001	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	35
G32002	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	36
G32003	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	37
G32004	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	38
G32005	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	39
G32006	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	40
G32007	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	41
G32008	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	42
G32009	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	43
G32010	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	44
G32011	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	45
G32012	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	46
G32013	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	47
G32014	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	48
G32015	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	49
G32016	0	11.6	0.6028227	3	0.8	2.2	0.2	296.7	328.5	0	1	50
G32017	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	5
G32018	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	6
G32019	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	7
G32020	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	8
G32021	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	9
G32022	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	10
G32023	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	11
G32024	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	12
G32025	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	13
G32026	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	14
G32027	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	15
G32028	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	16
G32029	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	17
G32030	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	18
G32031	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	19
G32032	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	20
G32033	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	21
G32034	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	22
G32035	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	23
G32036	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	24
G32037	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	25
G32038	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	26
G32039	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	27
G32040	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	28
G32041	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	29
G32042	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	30
G32043	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	31
G32044	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	32
G32045	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	33
G32046	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	34
G32047	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	35
G32048	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	36
G32049	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	37
G32050	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	38
G32051	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	39
G32052	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	40
G32053	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	41
G32054	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	42
G32055	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	43
G32056	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	44
G32057	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	45
G32058	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	46
G32059	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	47
G32060	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	48
G32061	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	49
G32062	0	7.7	0.1360846	0.6	1.2	1.4	0	373.1	368.8	0	1.4	50
G32063	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	5
G32064	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	6
G32065	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	7
G32066	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	8
G32067	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	9
G32068	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	10
G32069	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	11
G32070	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	12
G32071	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	13
G32072	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	14
G32073	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	15
G32074	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	16
G32075	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	17
G32076	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	18
G32077	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	19
G32078	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	20
G32079	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	21
G32080	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	22
G32081	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	23
G32082	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	24
G32083	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	25
G32084	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	26
G32085	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	27
G32086	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	28
G32087	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	29
G32088	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	30
G32089	0	15.8	0.2227272	1.2	3.2	0.8	1	331.4	296.6	1	0.6	31
