?	liquid	tnk_failure_pressure	liquid_ratio	tnk_width	tnk_length	tnk_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_dist
G5029	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	19
G5030	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	20
G5031	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	21
G5032	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	22
G5033	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	23
G5034	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	24
G5035	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	25
G5036	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	26
G5037	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	27
G5038	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	28
G5039	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	29
G5040	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	30
G5041	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	31
G5042	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	32
G5043	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	33
G5044	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	34
G5045	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	35
G5046	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	36
G5047	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	37
G5048	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	38
G5049	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	39
G5050	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	40
G5051	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	41
G5052	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	42
G5053	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	43
G5054	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	44
G5055	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	45
G5056	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	46
G5057	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	47
G5058	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	48
G5059	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	49
G5060	1	35.3	0.2585767	1.8	9.2	1.8	0.6	299.7	283.3	1	1.4	50
G5061	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	5
G5062	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	6
G5063	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	7
G5064	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	8
G5065	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	9
G5066	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	10
G5067	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	11
G5068	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	12
G5069	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	13
G5070	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	14
G5071	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	15
G5072	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	16
G5073	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	17
G5074	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	18
G5075	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	19
G5076	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	20
G5077	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	21
G5078	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	22
G5079	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	23
G5080	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	24
G5081	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	25
G5082	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	26
G5083	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	27
G5084	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	28
G5085	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	29
G5086	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	30
G5087	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	31
G5088	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	32
G5089	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	33
G5090	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	34
G5091	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	35
G5092	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	36
G5093	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	37
G5094	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	38
G5095	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	39
G5096	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	40
G5097	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	41
G5098	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	42
G5099	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	43
G5100	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	44
G5101	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	45
G5102	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	46
G5103	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	47
G5104	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	48
G5105	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	49
G5106	1	28.9	0.4780034	0.6	8.6	1	1.8	309.3	317.6	1	0.6	50
G5107	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	5
G5108	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	6
G5109	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	7
G5110	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	8
G5111	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	9
G5112	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	10
G5113	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	11
G5114	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	12
G5115	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	13
G5116	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	14
G5117	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	15
G5118	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	16
G5119	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	17
G5120	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	18
G5121	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	19
G5122	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	20
G5123	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	21
G5124	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	22
G5125	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	23
G5126	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	24
G5127	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	25
G5128	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	26
G5129	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	27
G5130	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	28
G5131	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	29
G5132	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	30
G5133	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	31
G5134	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	32
G5135	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	33
G5136	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	34
G5137	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	35
G5138	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	36
G5139	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	37
G5140	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	38
G5141	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	39
G5142	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	40
G5143	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	41
G5144	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	42
G5145	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	43
G5146	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	44
G5147	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	45
G5148	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	46
G5149	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	47
G5150	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	48
G5151	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	49
G5152	1	9.8	0.2025043	2.8	4.4	0.8	0.6	487.3	358.6	0	0.8	50
G5153	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	5
G5154	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	6
G5155	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	7
G5156	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	8
G5157	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	9
G5158	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	10
G5159	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	11
G5160	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	12
G5161	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	13
G5162	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	14
G5163	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	15
G5164	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	16
G5165	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	17
G5166	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	18
G5167	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	19
G5168	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	20
G5169	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	21
G5170	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	22
G5171	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	23
G5172	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	24
G5173	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	25
G5174	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	26
G5175	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	27
G5176	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	28
G5177	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	29
G5178	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	30
G5179	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	31
G5180	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	32
G5181	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	33
G5182	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	34
G5183	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	35
G5184	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	36
G5185	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	37
G5186	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	38
G5187	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	39
G5188	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	40
G5189	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	41
G5190	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	42
G5191	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	43
G5192	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	44
G5193	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	45
G5194	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	46
G5195	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	47
G5196	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	48
G5197	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	49
G5198	1	16.8	0.3364263	2.8	8.6	2.2	0.4	389.9	387.2	0	1.6	50
G5199	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	5
G5200	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	6
G5201	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	7
G5202	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	8
G5203	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	9
G5204	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	10
G5205	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	11
G5206	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	12
G5207	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	13
G5208	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	14
G5209	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	15
G5210	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	16
G5211	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	17
G5212	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	18
G5213	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	19
G5214	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	20
G5215	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	21
G5216	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	22
G5217	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	23
G5218	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	24
G5219	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	25
G5220	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	26
G5221	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	27
G5222	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	28
G5223	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	29
G5224	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	30
G5225	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	31
G5226	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	32
G5227	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	33
G5228	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	34
G5229	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	35
G5230	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	36
G5231	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	37
G5232	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	38
G5233	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	39
G5234	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	40
G5235	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	41
G5236	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	42
G5237	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	43
G5238	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	44
G5239	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	45
G5240	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	46
G5241	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	47
G5242	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	48
G5243	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	49
G5244	1	17.2	0.2285494	1.2	9.6	0.4	0	315.7	347.2	1	0.4	50
G5245	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	5
G5246	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	6
G5247	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	7
G5248	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	8
G5249	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	9
G5250	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	10
G5251	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	11
G5252	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	12
G5253	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	13
G5254	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	14
G5255	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	15
G5256	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	16
G5257	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	17
G5258	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	18
G5259	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	19
G5260	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	20
G5261	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	21
G5262	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	22
G5263	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	23
G5264	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	24
G5265	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	25
G5266	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	26
G5267	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	27
G5268	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	28
G5269	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	29
G5270	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	30
G5271	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	31
G5272	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	32
G5273	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	33
G5274	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	34
G5275	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	35
G5276	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	36
G5277	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	37
G5278	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	38
G5279	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	39
G5280	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	40
G5281	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	41
G5282	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	42
G5283	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	43
G5284	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	44
G5285	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	45
G5286	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	46
G5287	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	47
G5288	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	48
G5289	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	49
G5290	1	36.1	0.8740138	2.2	3.4	1	1.8	301.9	393.5	1	0.2	50
G5291	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	5
G5292	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	6
G5293	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	7
G5294	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	8
G5295	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	9
G5296	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	10
G5297	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	11
G5298	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	12
G5299	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	13
G5300	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	14
G5301	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	15
G5302	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	16
G5303	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	17
G5304	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	18
G5305	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	19
G5306	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	20
G5307	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	21
G5308	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	22
G5309	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	23
G5310	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	24
G5311	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	25
G5312	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	26
G5313	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	27
G5314	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	28
G5315	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	29
G5316	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	30
G5317	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	31
G5318	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	32
G5319	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	33
G5320	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	34
G5321	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	35
G5322	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	36
G5323	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	37
G5324	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	38
G5325	1	10.7	0.7355321	2.8	3.2	2.2	0.8	514.3	290	1	0.6	39
